episode_number,episode_reward,episode_length,episode_time_seconds,policy_loss,value_loss,total_loss
1,8.0,2031,0.52642822265625,,,
2,8.0,2401,0.6624972820281982,,,
3,5.0,1799,0.4882638454437256,,,
4,11.0,2597,0.7601847648620605,,,
5,3.0,2083,0.6300253868103027,,,
6,8.0,2295,0.6574316024780273,,,
7,3.0,1371,0.3895425796508789,,,
8,1.0,1715,0.5311930179595947,,,
9,8.0,1791,0.5401248931884766,,,
10,9.0,2469,0.7212867736816406,,,
11,12.0,2187,0.6460187435150146,,,
12,9.0,2193,0.6214842796325684,,,
13,7.0,2419,0.7033405303955078,,,
14,4.0,2283,0.6598689556121826,,,
15,23.0,4095,1.1700725555419922,,,
16,7.0,2887,0.8495123386383057,,,
17,6.0,2049,0.5949482917785645,,,
18,6.0,1945,0.5734460353851318,,,
19,8.0,2291,0.6787090301513672,,,
20,8.0,2395,0.6946861743927002,,,
21,3.0,1811,0.5215444564819336,,,
22,7.0,2359,0.6539609432220459,,,
23,1.0,1711,0.4754197597503662,,,
24,10.0,3175,0.8785340785980225,,,
25,2.0,1747,0.4817934036254883,,,
26,14.0,3321,0.9082515239715576,,,
27,5.0,2103,0.5749576091766357,,,
28,3.0,2007,0.5641336441040039,,,
29,4.0,1509,0.4211146831512451,,,
30,5.0,2027,0.5879106521606445,,,
31,2.0,1739,0.49916791915893555,,,
32,10.0,2605,0.7434380054473877,,,
33,9.0,2041,0.5852792263031006,,,
34,5.0,2071,0.5976591110229492,,,
35,10.0,2463,0.7156631946563721,,,
36,4.0,1841,0.5114004611968994,,,
37,2.0,1473,0.40435075759887695,,,
38,4.0,1201,0.3231627941131592,,,
39,21.0,3951,1.0542528629302979,,,
40,9.0,2341,0.6329419612884521,,,
41,23.0,2666,0.7212350368499756,,,
42,16.0,3051,0.8216285705566406,,,
43,5.0,1667,0.46454644203186035,,,
44,7.0,2437,0.6634702682495117,,,
45,5.0,1949,1.1834487915039062,,,0.0005503951106220484
46,8.0,1515,1.3333935737609863,,,1.6042373317759484e-05
47,2.0,1151,1.0377790927886963,,,6.929617484274786e-06
48,15.0,3653,3.1914029121398926,,,6.7275632318342105e-06
49,4.0,2279,2.061703681945801,,,6.303717327682534e-06
50,7.0,1919,1.7438514232635498,,,4.0735512811806984e-06
51,3.0,1175,1.0524928569793701,,,0.011645670048892498
52,10.0,2495,2.209887981414795,,,7.867833119235002e-06
53,1.0,1775,1.608405590057373,,,3.86875626645633e-06
54,6.0,1977,1.8085782527923584,,,9.02550709724892e-06
55,9.0,2093,1.8490540981292725,,,0.007550897542387247
56,0.0,1271,1.1189346313476562,,,5.8563859965943266e-06
57,2.0,1603,1.409708023071289,,,0.003779590129852295
58,3.0,1161,1.0216655731201172,,,6.059630322852172e-06
59,19.0,3062,2.733435869216919,,,0.0038148686289787292
60,9.0,2111,1.9387423992156982,,,0.0037638279609382153
61,2.0,1893,1.7403435707092285,,,8.589653589297086e-06
62,2.0,1519,1.3943824768066406,,,0.0037724750582128763
63,11.0,2293,2.0506696701049805,,,0.007572070695459843
64,3.0,1811,1.5995173454284668,,,0.0038147717714309692
65,14.0,2749,2.417079210281372,,,0.011779592372477055
66,6.0,1945,1.698591947555542,,,0.0037492504343390465
67,9.0,2361,2.137303352355957,,,0.0038002708461135626
68,3.0,1489,1.3862733840942383,,,7.430000096064759e-06
69,5.0,2023,1.850102186203003,,,9.174244951282162e-06
70,0.0,1527,1.4087581634521484,,,0.0076148612424731255
71,7.0,2463,2.303370237350464,,,6.25968004897004e-06
72,2.0,1087,0.9838814735412598,,,1.1498204912641086e-05
73,9.0,2411,2.2119953632354736,,,8.531372259312775e-06
74,6.0,2393,2.1091949939727783,,,6.054539881006349e-06
75,7.0,1701,1.5315532684326172,,,0.003732141572982073
76,3.0,1977,1.7559199333190918,,,0.003768875729292631
77,11.0,2639,2.3757989406585693,,,0.0038629774935543537
78,12.0,2569,2.2597134113311768,,,0.003774334443733096
79,2.0,2173,2.0071609020233154,,,0.003800504608079791
80,2.0,1599,1.448559045791626,,,0.0037528930697590113
81,3.0,1111,1.0058069229125977,,,0.00751798739656806
82,6.0,2155,1.9504141807556152,,,0.0037945944350212812
83,7.0,1865,1.6687493324279785,,,7.01764338373323e-06
84,3.0,1731,1.537280559539795,,,7.323631507460959e-06
